,Finish_x,Color,noterating,Comments,Taste,url,Nose,Category,,Strength,Bottler,District,Vintage,Label,header,Bottled,Bottle code,Distilleries,Price_x,Barcode,Casktype,Bottling serie,Age,Number of bottles,Bottled for,Casknumber,Distillery,Market,Size,Body,overall rating,Finish_y,Price_y,Initial taste,Weighted Rate,Nose - Aroma,Presentation,number of member votes
32,"Cire et soufre acidul (dsol, je ne vois pas autre chose). Le bois s'exprime davantage ici. Longueur convenable.",Tawny,86,"Un bon whisky sherry, l'ancienne, mais facile boire, et d'un prix relativement doux vu son ge et sa qualit.Echantillon.","Bouche grasse, cireuse et parfume. Corpulence moyenne mais suffisante. Bougie mouche. Veloute.",http://www.whiskybase.com/whisky/52671/blair-athol-1988-vw,"Trs cireux. Poussire. Toffee. Agrumes. Notes herbaces. Fruits trs mrs (kaki, mangue). Soupon d'allumette frotte. Un peu de bois antique s'vapore des parois aprs la premire gorge. Le nez s'approfondit l'aration et s'tage. De jolies notes parfumes dans le nez le plus volatil. Relativement lanc et droit. Ensemble quilibr et harmonieux.Un beau nez classique de sherry.","Single Malt from Highlands, Scotland",,46.0 % Vol.,van Wees,Central Highlands,21.10.1988,,Blair Athol 1988 vW,10.02.2014,,,"79,99$ 106,39 63,99",5021944087112,Refill Sherry Butt,The Ultimate,25 years old,712,,6918,Blair Athol,,700 ml,86.67,88.00,86.83,91.00,87.17,87.47,87.50,87.33,41
33,"Plutt courte, pches, bois un peu asschant.",Old gold,85,"Assez linaire et pas trs complexe, ce whisky a pour lui un profil original et de jolis fruits. Got blind.","On reste sur ces fruits trs mrs, sucrs. Abricots, oranges. Cela volue ensuite vers quelque chose de moins gourmand - un peu comme de l'oxydation sur un vin blanc. Noix. Encore une fois, au niveau de la texture (paisse, presque liquoreuse) et des armes (sucres, fruits), cela fait penser une SGN.",http://www.whiskybase.com/whisky/39771/clynelish-1997-mos,"Miel, cire. Compote d'abricots, de pommes. Un peu alcooleux. corce d'orange. Sucr, quelques notes pouvant rappeler une SBN de muscat. Pointe de bois et de noix. Discrte fume et un peu de caillou.","Single Malt from Highlands, Scotland",,54.7 % Vol.,Malts of Scotland,Northern Highlands,03.1997,,Clynelish 1997 MoS,01.2013,,,80.00$ 106.40 64.00,,Bourbon Hogshead,,15 years old,242,10th Whisky-Live Spa 2013,MoS 12051,Clynelish,Belgium,700 ml,0.00,87.71,0.00,0.00,0.00,0.00,0.00,0.00,19
34,"Moyenne, plus amre que le dbut de bouches, pas mal d'pices et une touche boise.",Old gold,89,Un autre trs bon Clynelsih.,"Des agrumes, des pches, du caramel en premier lieu. Ensuite de l'amertume avec une grosse vague pice et poivre, un peu de sel marin.Avec de l'eau: plus doux, sur les fruits jaunes.",http://www.whiskybase.com/whisky/39771/clynelish-1997-mos,"Trs minral, du citron, un peu de cire et de caramel, des pices.Avec de l'eau: plus de fruits (orange entre autres)","Single Malt from Highlands, Scotland",,54.7 % Vol.,Malts of Scotland,Northern Highlands,03.1997,,Clynelish 1997 MoS,01.2013,,,80.00$ 106.40 64.00,,Bourbon Hogshead,,15 years old,242,10th Whisky-Live Spa 2013,MoS 12051,Clynelish,Belgium,700 ml,0.00,87.71,0.00,0.00,0.00,0.00,0.00,0.00,19
35,"The finish is medium long, spicy and remains wonderfully sweet with a bitter terminus.",Old gold,88,"Great Clynelish. It may not reach the level of the bottling I was part of selecting, but maybe that has a little to do with my assessement.","On the palate, the lemon and oranges are joint by a light bitter note in the form of juicy grapefruit. Some apricots and plums too. Creamy and mouthcoating. Kinine, white pepper and some ginger. Nice balance. The nuts return. Lovely.",http://www.whiskybase.com/whisky/39771/clynelish-1997-mos,"On the nose, it is sweeter than the Clynelish for The Bonding Dram. Turkish Delight, loads of caramelized oranges, lemon grass and beeswax. A good helping of lemon, too. Typical mineral side as was to be expected. Some butterscotch and nougat. Wonderfully sweet. I love it.","Single Malt from Highlands, Scotland",,54.7 % Vol.,Malts of Scotland,Northern Highlands,03.1997,,Clynelish 1997 MoS,01.2013,,,80.00$ 106.40 64.00,,Bourbon Hogshead,,15 years old,242,10th Whisky-Live Spa 2013,MoS 12051,Clynelish,Belgium,700 ml,0.00,87.71,0.00,0.00,0.00,0.00,0.00,0.00,19
36,"Wonderfully long and warm finish on smoke, salt and sweet fruit.",Old gold,92,"Outstanding Ardbeg on sherry. I presume this was a refill cask, for the true Ardbeg character shines through beautifully. Available at Jurgens Whiskyhuis for around 300 EUR.","On the palate contrary to the nose it is very spicy. Nutmeg, chili pepper, cinnamon. Then it becomes both salty and sweet. Salty as if from course sea salt fleur de sel and sweet as in yellow fruit in a stew. The smokiness develops nicely and puts the mouth ablaze. With water I get some more citrusy notes, but it also becomes sweeter.",http://www.whiskybase.com/whisky/55593/ardbeg-1993-dr,"Wonderfully sweet and sour nose on peat, green grapes, pineapple peel, citrus fruit (think lime) and even a leaf of mint. Then some cowhide shines through, which I have not yet found in Ardbeg. Banana appears, as do apple sauce and butter milk. The smokiness is somewhat subdued, as are the spices. This is a soft Ardbeg, but make no mistake! It is very complex and simply wonderful on the nose. If you add some water it also get something of plasticine, which sounds not as good as it smells.","Single Malt from Islay, Scotland",,57.1 % Vol.,Dewar Rattray,Islay,28.10.1993,,Ardbeg 1993 DR,02.05.2014,,,325.00$ 432.25 260.00,,sherry hogshead,Uisge Beatha Taigh,20 years old,142,,1732,Ardbeg,,700 ml,0.00,91.75,0.00,0.00,0.00,0.00,0.00,0.00,4
37,"Malt, douceur puis s'assche, amertume. Mieux avec quelques gouttes d'eau.",Pale gold,84,Beau nez pour une bouche dcevante.,"La bouche est couvrante, surtout avec un peu d'eau. L'alcool ncessite un peu d'aration, l'intgration est perfectible. Un peu court, peu complexe. Un peu dcevant pour un whisky de cet ge .",http://www.whiskybase.com/whisky/52757/glen-garioch-1993-cc,"Ultra frais, fruit et vanill. Crme brle, biscuits malts. Un rien herbac et floral. Dlicat et clean. Zestes de citron, gingembre\ poivre blanc. Sve . Sucre vanill, candy, glac.","Single Malt from Highlands, Scotland",,46.0 % Vol.,Cooper's Choice,Central Highlands,1993,,Glen Garioch 1993 CC,2014,,,93.90$ 124.89 75.12,,Hogshead,,20 years old,315,,0793,Glen Garioch,,700 ml,0.00,83.50,0.00,0.00,0.00,0.00,0.00,0.00,4
38,"Douce et suave. Des crales fraches, de la pelure de pomme et quelques gouttes de citron.",Pale gold,84,Un nez frais et sympa ; la bouche par contre est assez monolithique.,"Douce et suave. Des crales fraches, de la pelure de pomme et quelques gouttes de citron.",http://www.whiskybase.com/whisky/52757/glen-garioch-1993-cc,Frais sur le bl vert et la mirabelle blanche. Herbac et floral.,"Single Malt from Highlands, Scotland",,46.0 % Vol.,Cooper's Choice,Central Highlands,1993,,Glen Garioch 1993 CC,2014,,,93.90$ 124.89 75.12,,Hogshead,,20 years old,315,,0793,Glen Garioch,,700 ml,0.00,83.50,0.00,0.00,0.00,0.00,0.00,0.00,4
39,"Medium long, soft, oily and sugar sweet with orange, pepper, ginger, a little salt licorice, minerals, peat and light smoke.",Chestnutoloroso sherry,84,"Tasted at the airport before purchase, July 2014.","Sweet with lots of raisins, peaches, mandarins, apricots, bananas, mint, honey, caramel, white and green peppercorns, a little chilli, ginger, vanilla, a little sea salt, bitter peat, oak and light smoke.",http://www.whiskybase.com/whisky/53831/bowmore-gold-reef,"Sweet and soft with oranges, citrus, plums, mangoes, apricots, peaches, bananas, vanilla, coconut, caramel, raisins, chamois, sea salt and light smoke.","Single Malt from Islay, Scotland",,43.0 % Vol.,Distillery Bottling,,,,Bowmore Gold Reef,04.2014,,,49.95$ 66.43 39.96,,Bourbon & Sherry Cask from America & Europe,,,,,,Bowmore,,1000 ml,78.00,81.50,80.00,82.00,84.00,81.30,82.00,83.00,36
40,"mittelSalbei, Orange, TorfMalz und etwas bittere SeHolz >>> etwas Salzlakritz>> kommt noch einmal Rauch",Chestnutoloroso sherry,85,ein schner Whiskyan always welcomed dram,"weicher und sehr reifer Pfirsich, Orangen, etwas Ananassaft, Nuss, cremige Milchschokolade, Wrze & Torfam Gaumen kommt schner leichter Rauch",http://www.whiskybase.com/whisky/53831/bowmore-gold-reef,"se Orange, Ananas, Vanille, dahinter Islay mit Torf & Salzwasser aber weit wegsalzige Waschkche mit Ananassaftganz reife Pfirsichfrucht deren Schale man mit den Hnden abreibt","Single Malt from Islay, Scotland",,43.0 % Vol.,Distillery Bottling,,,,Bowmore Gold Reef,04.2014,,,49.95$ 66.43 39.96,,Bourbon & Sherry Cask from America & Europe,,,,,,Bowmore,,1000 ml,78.00,81.50,80.00,82.00,84.00,81.30,82.00,83.00,36
41,"lang dunkle Malzbonbons, leicht bittere Holzaromen,Se mischt sich mit der Bitterkeitund wird zu Heringssalat auf Holzbrettder Abgang punktet Heringssalaterklrung die 1.dieser Heringssalat ist s &sauers weil pfel im Salat sindsauer vom Hering und von den Gurkender Fisch ist am Ende eine maritime Note auf altem Holz",Brown sherry,89,"dieser Whisky sieht nicht nur optisch braun auserschmeckt auch dunkel und leicht bitterdas Guinness der Whiskysdas etwas zu dominante Fass hat ihm 2 Punkte gekosteteine saubere Gegenmeinung dazu von Marko_I fr alle Individualisten:fr mich ist das ein richtig schner Extrem-Whisky, der ist nicht bei einem ""allgemeinvertrglichen"" Optimum abgefllt, sondern keine Sekunde zu frh, die haben anscheinend so lange gewartet wie es nur ging. toll. kann schon verstehen, wenn das wem zu heftig ist.mmh, I like them indeedRanking1.Erinnerung, 2.Mund,2.Nase",ein khler glatter Antritt auf Deiner Zungefrische Se durchzieht Deinen Mundmalzige Schrfe lsst Deine Zunge kribbelnscharfe Lakritzbonbons vom Weihnachtsmarkt am Gaumenviel Bitterschokolade fllt Deinen Mund,http://www.whiskybase.com/whisky/51512/glenfarclas-1980,"eine alte lederne Schuhsohle mit eingetrocknetem dunklem Port eingeriebenvorher war da jemand in einen toten Hering getretenund nachher eine berreife Pflaume zertretendas macht Lust auf mehr, warum auch immerund dann will da jemand getrunken werden es kommt feinste Malzse & SalzDein Mund wird feucht","Single Malt from Speyside, Scotland",,45.7 % Vol.,Distillery Bottling,Speyside,24.12.1980,,Glenfarclas 1980,28.10.2013,,,184.00$ 244.72 147.20,,Port Pipe,Christmas Single Malt,32 years old,792,,11074 + 11075,Glenfarclas,,700 ml,0.00,89.21,0.00,0.00,0.00,0.00,0.00,0.00,16
42,dried fruits. not complex.,Auburn,91,nice dram.. tasted with aby and elixer,"nuts, almonds, raisins, old wood.",http://www.whiskybase.com/whisky/41499/glen-grant-1973-mcc,"heavy nose, combined wood and fruits.","Single Malt from Speyside, Scotland",,52.6 % Vol.,Mackillop's Choice,Speyside,06.07.1973,,Glen Grant 1973 McC,03.2013,,,"222,00$ 295,26 177,60",,Sherry Cask,Single Cask,,,,6582,Glen Grant,,700 ml,0.00,90.33,0.00,0.00,0.00,0.00,0.00,0.00,11
43,"bitter fruits, strawberries, pepper and orange",Auburn,89,tasted with Aby and J J,"some wood smoke, gooseberries, lemon, raisins and the oak overload again",http://www.whiskybase.com/whisky/41499/glen-grant-1973-mcc,"nuts, fruity, even bourbon fruits, pepper and lot's of oak","Single Malt from Speyside, Scotland",,52.6 % Vol.,Mackillop's Choice,Speyside,06.07.1973,,Glen Grant 1973 McC,03.2013,,,"222,00$ 295,26 177,60",,Sherry Cask,Single Cask,,,,6582,Glen Grant,,700 ml,0.00,90.33,0.00,0.00,0.00,0.00,0.00,0.00,11
44,"Rayonnement chaud dans toute la bouche, et des picotements partout.",Auburn,92,Une bombe !,"Une lente monte en puissance des gots, pour finalement exploser. C'est puissant et dlicieux, un style sherry ""ancien"".",http://www.whiskybase.com/whisky/41499/glen-grant-1973-mcc,"Du bois confit, de la poussire, des fruits ptrifis. Un dlice.","Single Malt from Speyside, Scotland",,52.6 % Vol.,Mackillop's Choice,Speyside,06.07.1973,,Glen Grant 1973 McC,03.2013,,,"222,00$ 295,26 177,60",,Sherry Cask,Single Cask,,,,6582,Glen Grant,,700 ml,0.00,90.33,0.00,0.00,0.00,0.00,0.00,0.00,11
45,"Medium, sweet malt, leather, raisin, a little salty and peppery, tannic, tangerine peel, a litter bitter and dry. 21",Amber,87,Still better aroma than palate. I like the aroma but the body is somehow weak. Some hint of Bowmore Laimrig's tone. 22,"Coffee, smoked plum, a little salty, a little sherry, raisin, berry, a little dry and tanic, some influences of peaty and asphalt. 21",http://www.whiskybase.com/whisky/42873/bowmore-1990-wm,"Dry longan, a enjoyable aroma first, smoke, light peaty, lemon, some salt and sea breeze which are good, peppery, and sweet malt. 23","Single Malt from Islay, Scotland",,46.8 % Vol.,Wilson & Morgan,Islay,1990,,Bowmore 1990 WM,2013,,,139.50$ 185.53 111.60,,Pedro Ximenez,Barrel Selection,22 years old,,,3321 - 3350,Bowmore,,700 ml,88.00,85.81,89.00,90.00,88.50,88.55,89.00,86.50,18
46,Clean and long. A touch of berry.,Old oak,90,"A big sherry bomb, packed with flavours. Great experience. 90/100","Big and bold, bitter orange, an abundance of winter spice, cloves cinnamon & nutmeg. Dark chocolate orange, leather, hints of menthol, smoked meat, rubber and dark sugar.",http://www.whiskybase.com/whisky/45915/ben-nevis-1997-abwh,"Clean but big and slightly dirty (is that possible?) This is a big, huge sherry bomb, big bold flavours coming through... I love it! Big sherry notes, smoked parma ham, ginger, cloves, chocolate and orange with a hint of fresh mint, rubber notes, burnt match sticks, tobacco, boot polish, lovely dark molasses. Reminds me of PE back at School, gym shoes (plimsolls).","Single Malt from Highlands, Scotland",,55.0 % Vol.,Abbey Whisky,Western Highlands,1997,,Ben Nevis 1997 AbWh,2013,,,78.25$ 104.07 62.60,,Sherry Hogshead,The Rare Casks - Release 3,16 years old,96,,,Ben Nevis,,700 ml,0.00,85.08,0.00,0.00,0.00,0.00,0.00,0.00,14
47,"The finish is wonderfully long, smoky and salty.",Old gold,91,"What can I say? Another wonderful Port Ellen, but best not add water. Just under 800 EUR, which is the new norm for Port Ellen. Unfortunately, for this is a great whisky. But certainly not a whisky for everyones purse.","The arrival is indeed wonderfully creamy and sweet on lemongrass and candied oranges. Then the peat takes the lead. Very smoky and salty on the palate. Peppery as well, with a hint of chili. Again ginger, upholstered with some liquorice. Diluted I get more oak, but also more salt.",http://www.whiskybase.com/whisky/55328/port-ellen-1982-mos,"Camphor and mint come out first on this nose, that balances between sweet and salty. Loads of ginger, some vanilla and then the typical sea salt manifests itself. This is exquisite. Sniffing tobacco and candied oranges give it some extra sweetness. After a few moments it even becomes creamy, almost waxy. Slightly overripe banana? Beautiful! I added some water, which made the tobacco more prominent, but also a hint of plasticine emerges. That was not a good idea.","Single Malt from Islay, Scotland",,57.9 % Vol.,Malts of Scotland,Islay,1982,,Port Ellen 1982 MoS,2014,,,798.90$ 1062.54 639.12,,Bourbon Hogshead,Diamonds,32 years old,145,,MoS 14021,Port Ellen,,700 ml,0.00,92.17,0.00,0.00,0.00,0.00,0.00,0.00,8
48,"Lime, pepper, pumpkin, caramel, honey and grain.",Pale gold,85,,"Currants, white pepper, vanilla, lime, caramel, honey, grain, pumpkin and cabbage.",http://www.whiskybase.com/whisky/45866/blair-athol-1991-whb,"Apricot jam, lime, vanilla, yellow currants, fig, cereals, straw and pepper. More malty with water.","Single Malt from Highlands, Scotland",,58.4 % Vol.,Whiskybroker.co.uk,Central Highlands,13.08.1991,,Blair Athol 1991 WhB,23.09.2013,,,"56,25$ 74,81 45,00",,Oak Hogshead,,22 years old,289,,7284,Blair Athol,,700 ml,0.00,85.50,0.00,0.00,0.00,0.00,0.00,0.00,6
49,"longueur moyenne, un peu de noisette.",Burnished,84,"Un whisky assez dcevant, loin du Silver Seal 1990-2011 ou du 1987 Archives.","trs douce, trs sucre, facile boire, mais simple, beaucoup de caramel, sucre brun, pices et fruits secs dans le fond. C'est un peu mou, on a l'impression d'un whisky dilu 43-46%. Ni iode, ni tourbe.",http://www.whiskybase.com/whisky/51131/bunnahabhain-1990-ss,"trs expressif, il fait trs caramel mou, sucre, toffee, trs simple.","Single Malt from Islay, Scotland",,46.8 % Vol.,Silver Seal,Islay,1990,,Bunnahabhain 1990 SS,2013,,,155.00$ 206.15 124.00,8054242580525,Sherry Cask,Special Bottling,23 years old,72,,,Bunnahabhain,,700 ml,0.00,88.00,0.00,0.00,0.00,0.00,0.00,0.00,2
50,long and complex,Pale straw,93,a very good scotch and with informations like bottling date and cask number it's very interesting for collectors,direct hit of honey and sweetness; maltet barley; oak wood,http://www.whiskybase.com/whisky/55323/balvenie-15-yo-single-barrel,"vanilla, honey, oak wood, cereals, figs","Single Malt from Speyside, Scotland",,47.8 % Vol.,Distillery Bottling,Speyside,03.02.1999,,Balvenie 15 yo Single Barrel,12.03.2014,,,62.50$ 83.12 50.00,5010327505510,Traditional Oak Cask,,15 years old,350,,2674,Balvenie,,700 ml,94.00,91.00,93.00,89.00,91.00,92.90,95.00,94.00,2
